power (kW)
0
0
0
0
0
0
0
0
9.5
305
484.4
643.1
742.73
653.95
416.95
274.17
94.65
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.18
6.86
294.43
318.74
351.8
158.93
186.01
79.32
26.89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.48
230.28
285.77
418.14
590.63
718.54
635.97
352.04
141.43
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.04
225.94
276.24
448.1
442.81
417.17
153.14
44.21
2.16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.72
416.49
612.57
709
771.44
743.63
645.02
487.3
277.69
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.41
463.67
641.19
762.42
811.74
782.52
694.62
528.83
313.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.87
7.7
13.56
38.67
24.47
436.54
429.9
328.04
198.49
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.94
18.05
14.18
36.1
58.29
569.93
571.42
431.7
243.22
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.35
295.1
285.78
484.18
354.71
63.35
51.58
166.97
50.46
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.01
11.14
16.55
19.99
23.91
435.87
385.45
316.86
191.44
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.99
463.69
654.15
587.67
468.71
329.8
419.63
403.02
249.33
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.56
308.31
553.84
376.7
388.05
335.57
553.31
388.65
249.33
0.19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.71
153.75
121.44
260.48
368.62
507.43
506.63
532.12
348.55
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.03
29.86
38.94
69.59
84.07
88.64
101.07
59.24
14.72
0.02
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.87
456.45
635.05
766.09
801.94
753.68
685.9
511.78
290.97
0.05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.12
477.32
655.01
772.97
819.29
801.1
703.2
545.68
330.9
0.08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.23
451.69
628.8
756.09
810.34
796.65
705.31
551.34
342.94
0.14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.49
41.59
67.01
89.84
80.4
54.07
58.8
40.97
13.27
0.06
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.34
8.36
16.14
21.83
206.51
799.4
433.22
55.95
17.15
0.74
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.22
76.25
179.65
246.2
252.68
240.34
206.59
115.33
53.31
0.07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.67
47.06
115.87
162.66
74.42
92.23
51.09
59.38
31.43
0.27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
64.16
302.22
568.14
636.27
636.15
616.62
554.89
381.56
198.55
0.11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
87.34
393.74
546.04
661.83
733.2
739.14
665.77
543.68
332.17
0.63
0
0
0
0
0
0
0
0
0
0
0
0
0
0
128.38
465.84
613.29
737.57
747.99
739.86
686.33
547.6
341.69
0.92
0
0
0
0
0
0
0
0
0
0
0
0
0
0
132.65
480.26
660.82
786.43
832.93
817.95
729.86
577.73
375.57
0.94
0
0
0
0
0
0
0
0
0
0
0
0
0
0
95.34
409.28
554.92
686.58
758.17
762.02
678.82
511.51
298.3
0.78
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.84
34.53
59.11
71.89
82.6
79.75
61.73
42.05
12.69
0.14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.72
13.71
80.61
177.31
353.48
366.01
246.74
184.03
86.95
0.51
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.62
18.44
28.98
48.81
49.75
507.25
458.71
329.92
135.56
1.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.48
42.46
72.43
88.94
100.5
97.67
81.49
53.6
28.23
0.29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18.99
78.2
186.91
242.94
194
222.14
169.55
100.23
39.03
0.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
180.9
423.68
297.67
454.91
413.31
620.18
568.99
129.37
84.46
1.24
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
158.68
392.18
